text,location,phase
plan super power unable arrange transport migrants unplanned lockdown brought untold misery poor migrantlivesmatter migrantlabourersmigrantlivesmatter migrantlabourers,bangalore,1
even summer shrines uttarakhand opening lockdown end good loudly crying face,bangalore,1
manikondamc sir kindly specify guidelines lockdown gated community movement residents inside gated community many construction works going since 2012 continuing anybody monitoring progress r suffering lot like sound dust pollution regard,hyderabad,1
bajajfinserv3 took laptop loan bajaj electronics laptop faulty got doa done product sealed hp hpindia returned product store lockdown product received replacement paying emis every month help,hyderabad,1
𝐈𝐭𝐬 𝐦𝐲 𝐁𝐢𝐫𝐭𝐡𝐝𝐚𝐲 listening grandmaster jam session thor ragnarok soundtrack — cake time lockdown mom gowriabhiram made gulab jamun one sweets like thank you… https www instagram com p calhwnddauw igshid 1m1gbgbypa6g0,hyderabad,1
guard even lockdown,hyderabad,1
missing drama thrill lockdown go watch paatallok right guess timing tweet explains much show bingeonit primevideoin fire fire fire fire firepaatallok bingeonit,mumbai,1
pataallok easing lockdown many glowing star glowing starpataallok,mumbai,1
man brings 90 year old mother bangalore rajasthan cycle amid lockdown https www google com amp english newstracklive com ampnews son arrived rajasthan kota 90 year old mom cycle mc23 nu612 ta272 1089895 1 html,mumbai,1
really ’ worked lockdown home,delhi,1
even relaxations lockdown 4 0 life barely back normal may start going back work may start meeting people close us ’ way us risk socialising like till vaccine available,delhi,1
skill signed 3 online courses public policy political philosophy economic development berkeley harvard oxford ’ come lockdown 3 certificates p,delhi,1
first special train departs lockdown kolkata passenger luggage cart board first train 02301 howrah new delhi special departs howrah kolkata india 12 may 2020 photo indranil aditya nurphoto,kolkata,1
kolkata city joy lockdown drone shot drone kolkata kolkatadronevideo kolkatadronevideolockdown kolkatadronevideoduringlockdown dronevideoofkolkataunderlockdown https bit ly 3bssok9drone kolkata kolkatadronevideo kolkatadronevideolockdown kolkatadronevideoduringlockdown dronevideoofkolkataunderlockdown,kolkata,1
left means sustenance frustration got better prolonged lockdown anybody aware government aided group theatre units run would know pittance actor depend ₹4000 month,kolkata,1
great great made whole lockdown period sooòoo loveable n live folded hands light skin tone folded hands light skin tone folded hands light skin tone folded hands light skin tone folded hands light skin tonegreat lockdown period loveable,kolkata,1
prompt response meaindia claim made education minister west bengal shri itspcofficial ji saddened see respected minister make claims amidst lockdown https twitter com itspcofficial status 1260939718578982917,kolkata,1
ne curfew b4 tweet potta u remember tat face rolling eyes intha year end la start pandranga nu speak evil monkey,chennai,1
please share request existing curfew need help cost medical care also family need food purpose also https twitter com selvaku47689680 status 1260038757601947648 19,chennai,1
better lift curfew costs socio economically financially exchequer 6th sense people live,chennai,1
narayanan pray extension curfew,chennai,1
music director amrishrocks1 composed song friends miss loved ones curfew corona composition lyric amp vocal twitter id verified soon stayathome amrishmusicals spp media pro priyastayathome stayathome amrishmusicals,chennai,1
curfew,bangalore,1
separate state demand uttrakhand curfew town,bangalore,1
saudi arabia enforcing curfew eid stop gathering indian muslim learn saudi,bangalore,1
love cause summers cause aamras nothing better janta janta curfew,bangalore,1
proved centre state govts derailed lockdown govts sent back migrant workers b4 janta curfew amp announced lockdown causing confusion among state govts amp front line staff wondering handle situation,bangalore,1
people dying cant anything govt take action pls take strict action advise curfew 8 days unknowingly pls save solapur people,hyderabad,1
bsybjp shouldnt allow even saudi arabia shutdown mecca imposed curfew,hyderabad,1
telanganacmo folded hands markets groceries outlets social distance even people like thay moving without masks opened even liquor shops curfew 7 pm words appeal office review need curfew nights,hyderabad,1
yes mam morning evening time curfew mostly gathering chabutras plz look matter,hyderabad,1
sir appreciate clarification related walking jogging inside gated community following physical distancing safety guidelines non curfew hours health impacts continue stay indoors completely – aparna cyberzon,hyderabad,1
probably reasons curfew 7p http 7a ensure youngsters dont drive cars speedily empty roads 2 ensure u r forced listen speeches mnstrs ur tv 3 police doctors amp nurses r good job get rest,mumbai,1
failure delhi govt implemented curfew true spirit,mumbai,1
would treated curfew though riots open essential 2 hrs etc missed point aim keep people home give want would opened shops 24 7 e commerce except large appliances etc,mumbai,1
cmomaharashtra mybmc mumbaipolice suggestion curfew 7pm 9am like delhi help police force get rest also half bmc wards open every alternate days remaining half monitoring easier lockdown 4 0,mumbai,1
mumbai needs curfew sir,mumbai,1
pratapgarh uttar pradesh public curfew lock complete roa https youtu bvcnawqplts via youtube,delhi,1
african countries put dusk dawn curfew maybe looking decided,delhi,1
saudi arabia orders 24 hour curfew five day eid holidays mecca continues remain total curfew https www opindia com 2020 05 saudi arabia 24 hour curfew eid holiday mecca medina closed via opindia com,delhi,1
arvindkejriwal sir curfew time 7 pm 7 followed,delhi,1
pmoindia cms night curfew strictly adhered states work individually ease lockdown rules problems come monsoons coming soon need ready amp prepared narendramodi,kolkata,1
aajtak pmoindia abpnews dear sir understand pressure economy public government giving relaxation request immediately take action curfew every place country solve problem within 45 days,kolkata,1
sir understand actually trying go home 14th april bike time didnt get curfew pass situation different many students coming states one stuck west bengal amp want return police allowing 1,kolkata,1
give well boiled ginger lemon etc drink people reduce corona general medicine,chennai,1
day 29 psalm 126 5 prayer affected corona pray 704401 people affected disease pray prevalent countries like usa italy china india countries the… https www instagram com p b vdilkngia igshid gtxibcut01ww,chennai,1
tamilnadu corona controlled government hard http work public may advise medicine treatment given government hospital chennai slowly resuming normal life panic,chennai,1
sorry hurt manner dont anything china good relations china comes corona virus unfortunately started china amp unfortunate thing chinese govt hide entire world,chennai,1
said occurs based models drawn experts india may face severely numbers deaths intensity spread across nation due dangerous novel corona virus ncovid19,chennai,1
dont let come true kerala founding stone corona virus india highly risky get phase iii,bangalore,1
sad still people aware coronacorona,bangalore,1
mispelled karona cross mark corona,bangalore,1
coronainpakistan guys calling chinesevirus chinesevirus19 chinesebioterrorism chineseviruscorona kyu china se phatati hai ya bheek nahi milegi baat ka darr hai follow profile dare say chinese virus coronacoronainpakistan chinesevirus chinesevirus19 chinesebioterrorism chineseviruscorona,bangalore,1
plz sir give 1chanas making corona viruas madison plz sir u halp,bangalore,1
ammarajyamlokadapabiddalu logic less sense less use less scrap dinnama corona pouting faceammarajyamlokadapabiddalu,hyderabad,1
whencoronavirusisover indians going continue handwashing way used corona outbreakwhencoronavirusisover corona,hyderabad,1
let ’ appreciate captain atleast demanding ’ discourage dear cm pls try push assembly restart corona,hyderabad,1
aipoindi bro 2008 recession even 10 current situation clients stopped hiring mostly anni companies employees ni lay chesthunaru us staffing hit peaks corona done ippudaithey kashtamey,hyderabad,1
happiness relief coronacorona,hyderabad,1
spread red heart selector let corona spread corona contribute request covid19 encourage thankyou clap india indian charity happy homequarantine follow inspiration life gratitude love everyday lockdown family spreadlove covid appreciate donation shoutout please viruscorona contribute request covid19 encourage thankyou thankyou clap india indian charity happy homequarantine follow inspiration life gratitude gratitude love everyday lockdown family spreadlove covid appreciate donation shoutout please virus,mumbai,1
spread red heart selector let corona spread corona contribute request covid19 thankyou clap india charity happy homequarantine inspiration life gratitude love everyday lockdown motivation family encouragement spreadlove covid appreciate donation shoutout please viruscorona contribute request covid19 thankyou thankyou clap india charity happy homequarantine inspiration life gratitude gratitude love everyday lockdown motivation family encouragement spreadlove covid appreciate donation shoutout please virus,mumbai,1
think corona took mom seriously behalf corona made vessels mopping floor spending quality time parents strictly eating healthy homemade food time swiggy zomato bringing essentials market etc justjoking quarantinelife bascoronabas face tears joy folded handsquarantinelife bascoronabas,mumbai,1
covid 19 may alter lot business models supply chains people ’ spending patterns investing style etc may actually refer bc ac corona corona virus overrated humanity underrated sir dmuthuk,mumbai,1
northeastindia treat indians many tribal people ne region facing racism across country mainlanders call coronavirus looks covid 19 coronaupdate coronavirusupdates coronafighters corona covid19indianortheastindia covid 19 coronaupdate coronavirusupdates coronafighters corona covid19india,mumbai,1
coronafighters possible remove hair scalp infected corona also help safety recognition drharshvardhan drhvoffice icmrdelhi whosearo mohfw india ayushmannhacoronafighters,delhi,1
indiafightscorona young corona warriors https www youtube com watch v ekai2cgawgi via namo appindiafightscorona,delhi,1
indiafightscorona young corona warriors https www youtube com watch v ekai2cgawgi via namo appindiafightscorona,delhi,1
narendramodi sir please announce 10 crore rupee give make medicin corona result zarur aayega sir every thing possible india folded hands folded hands folded hands folded hands,delhi,1
oh sang song chintia mare like corona mata ki kripa hoti na ye devi prakat hoti corona mata blessings disguise ho gayacorona,delhi,1
pm narendramodi ji r stand u modiji win corona battle sankalpa stayhomeindia indiafightscoronacorona stayhomeindia indiafightscorona,kolkata,1
realgoogleceo appeal donation india debacle corona victim honourable pm directly ever greatful thank,kolkata,1
propose properties earmarked development mandir masjid disciples acquired counter corona wars,kolkata,1
rahulgandhi asadowaisi amujournal ndtv ravishndtv aamaadmiparty msisodia incindia soniagandhimp priyankagandhi shashitharoor bdutt sardesairajdeep kanhaiyakumar sitaramyechury ’ muslim cristian community help victims corona comments please,kolkata,1
another person reported corona positive westbengal hooghly district total tally 21 coronaupdatewestbengal coronaupdate,kolkata,1
hmm heard abt bsl4 station ’ one biggest stations consists virus including plague small pox world level 4 highest safety lab ’ really impossible leak,chennai,1
entire world friend spread peace love unfortunately china spread deadly virus expect people nice,chennai,1
israel israel india india fire fire virus nation china together soon way america also payback china coz china confluence virusisrael india america china china,chennai,1
chinese virus,bangalore,1
develop virus develop vaccine release virus place maximum global migrants keep silent till reaches destination control local transmission area let world burn economies collapse tell vaccine chinabioterrorismchinabioterrorism,bangalore,1
thekanikakapoor tested positive 4th time kind attitude showing wants world decided cant accept infected carrying deadly virus inside covid coronavirusindia corona kanikakapoorcovid coronavirusindia corona kanikakapoor,bangalore,1
virus doesnt move people move stop moving virus stops moving virus dies simple stayathome stopthespread staysafe coronavirusstayathome stayathome stopthespread staysafe coronavirus,hyderabad,1
senseless movies watched quarantine 90ml software sudheer amma rayamlo kadapa biddalu fu k china virus,hyderabad,1
covid19 china viruscovid19,hyderabad,1
breaking telangana reports new corona virus death total 2nd death state,hyderabad,1
power workers deserve special mention applause much forefront battle corona virus respect folded hands folded hands folded hands konathamdileep shantathoutam,hyderabad,1
anti virus process till time use lockdown command,mumbai,1
narendramodi sir need apologizing sir u taking care every indian citizen proud prime minister like u safely handling remove virus india brothers sister safe god grace asap pmoindia,mumbai,1
virus dont discriminate royals rags let us see new cases days recoveries old cases lacs testing next 10 12 days decide relax lockdown gradually effective control isnt feasible slightly smiling face,mumbai,1
srbachchan sure win battel covid19 virus end world today era human technology human power humanity always support god punjab sindh gujrat maratha jai hind pm namopm,delhi,1
looks like conspiracy theory coming true china unleash bio weapon world even solution virus,delhi,1
demographic death message corona virus gone well within muslim community indeed pernicious role religious rhetoric questioned,delhi,1
corona virus went meme serious problem face medical mask,delhi,1
okay hear 1st april get told corona virus prank,delhi,1
dr anthony fauci assigned trump covid 19 predicted 100 000 deaths virus us complete one month lockdown favourably alter situation everyone must abstain outdoor activities save lives alternative,kolkata,1
lockdowns hoarding send inflation soaring economic growth may turn degrowth virus end world affecting livelihood lives almost entire planet lots job losses pay cuts etc cards prepare rough ride,kolkata,1
cd bring 12lakh privileged people abroad february without quarantining spread deadly virus 12 lakh internal migrants didnt think build nation isit crime treated like disposable people,kolkata,1
china ruined whole world suppressing facts corona virus whole world bleeding china must penalised boycotted forever,kolkata,1
china ruined whole world suppressing facts corona virus china must penalised boycotted forever,kolkata,1
get registered iya crave free online seminar treat corona virus naturally natural therapy ct iyacrave gmail com dr h hussain siddique chennai india,chennai,1
potus ask media houses like washingtonpost nytimes spread venom amp pedde lies social media corona virus india media creatures worse satan kill humans fake news amp paid news behest one act,chennai,1
shall abide 21 days lockdown rule includes staying home follow directions given government india prevent spread coronavirus ahamed riyas managing director sypa tree sypa group companies founder chennai 11 foot zone,chennai,1
part war coronavirus join supporting need helping hand critical hour inthistogether helpinghands countryinthistogether helpinghands,bangalore,1
wtf wrong americans buying spree guns australians toilet papers kill virus guns godblessthem coronavirususa coronavirus coronavirusupdate australia chinesevirus19 lockdown realdonaldtrumpgodblessthem coronavirususa coronavirus coronavirusupdate australia chinesevirus19 lockdown,bangalore,1
coronavirus live india toll 27 cases 1024 global deaths top 33 000,bangalore,1
team phc put forward noble initiative distributing food homeless vizag step forward donate great cause belivers volunteers activemembers coronavirus homeless hunger supportneedy lockdowndays fightagainstcorona india teamphc thanksshivavizag belivers volunteers activemembers coronavirus homeless hunger supportneedy lockdowndays fightagainstcorona india teamphc thanksshiva,hyderabad,1
india tremendous capacity eradicating coronavirus pandemic economic times https economictimes com news politics nation india tremendous capacity eradicating coronavirus pandemic articleshow 74788341 cms utm source twitter pwa amp utm medium social amp utm campaign socialsharebuttons via economictimes,hyderabad,1
country lacking rapists rapistshavetobehanged minor girl raped 21dayslockdown thing dangerous sir narendramodi coronavirus coronaindia indiatoday jharkhandpolice please act shoot 8 people involved https twitter com prahaladlucky status 1244345485978034176rapists rapistshavetobehanged 21dayslockdown coronavirus coronaindia jharkhandpolice,hyderabad,1
finally red heart selector take care homeless poor people also included family india unites coronaviruscoronavirus,mumbai,1
nobody says “ ” anymore coronaviruscoronavirus,mumbai,1
pmoindia u pls take support rahulgandhi amp anyone wanting 2 help crisis like covid2019 isnt political religious pls give every1 chance 2 go coronavirus amp let india prevail togetherness folded hands indiavscorona spreadthelovecovid2019 political religious coronavirus india togetherness indiavscorona spreadthelove,mumbai,1
thanks tweeting experience coronavirus coronaupdatecoronavirus coronaupdate,mumbai,1
part war coronavirus join supporting need helping hand critical hour – peoples gym,mumbai,1
“ ’ lot panic money left purchase food die hunger even coronavirus reaches us ” says kalim mulla worker closed handloom bhiwandi https bit ly 3ddj6m0 lockdownwithoutplan migrantsontheroad migrationpandemiclockdownwithoutplan migrantsontheroad migrationpandemic,delhi,1
coronavirus infected incindia leader kerala jumped quarantine amp infected 260 people https www opindia com 2020 03 kerala congress leader coronavirus positive jump quarantine super spreader via opindia comcoronavirus,delhi,1
covid19 picture going dark scary every hour went coronavirus wuhanvirus chinesevirus19covid19 coronavirus wuhanvirus chinesevirus19,delhi,1
mannkibaat pm requests everyone comply lockdown without difficult save scourge coronavirus via namo appmannkibaat,delhi,1
mannkibaat coronavirus posing challenge knowledge science rich poor strong weak alike confined nations borders makes distinction region season pm modi requests everyone abide lakshman rekha display patience via namannkibaat,delhi,1
german state finance minister kills coronavirus hits economy ndtv,kolkata,1
shall abide 21 days lockdown rule includes staying home follow directions given government india prevent spread coronavirus dujipur https www instagram com p b vapjgdwhb igshid kp5ri6i96lyt,kolkata,1
already seeing many posts predictions condition world done coronavirus pandemic people mostly talking dwindling globaleconomy human beings dire consequencesworld coronavirus globaleconomy,kolkata,1
predict lyrics 2020 coronavirus body stacking still unknown real world citizens afraid covid19 coronatime pmoindia drcreepcovid19 coronatime pmoindia drcreep,kolkata,1
coronavirus outbreak timeline patient zeros diagnosis https youtu 6wjovezytzg via youtube lockdown cronovirus coronaupdate covid2019indialockdown cronovirus coronaupdate covid2019india,kolkata,1
know covid19covid19,chennai,1
boats idling backwaters covid covıd19 covid 19 boat backwaters lockdown chennai india https www instagram com p b u0sn7lnkh igshid 1cocopqtpi11xcovid cov covid 19 boat backwaters lockdown,chennai,1
great work sir r proud u sir coronavirusoutbreakindia wetogetherfightscorona covid19 cccoronavirusoutbreakindia wetogetherfightscorona covid19,chennai,1
fomites objects materials likely carry infection fomites around us door door knob mobile phone cell phone dollar banknote currency laptop computer laptop video game remotes electric plug light switche indiafightscorona coronavirus covid covid19 covid 19 coronavirusoutbreak togetherwecan stayhome 21daylockdownfomites indiafightscorona coronavirus covid covid19 covid 19 coronavirusoutbreak togetherwecan stayhome stayhome 21daylockdown,chennai,1
tirunelveli 3 3 people call place order essential supplies groceries vendors attached list covid19 covidgrocery covidtn collectortnv sandy nanduritirunelveli covid19 covidgrocery covidtn,chennai,1
time rabi harvest india rabi crops sown winter harvested late march early april covid19 lockdown farmers fearing loss though gov exempted farm workers amp procurement agencies also safety farm workers labors,bangalore,1
lets anxious together amateur noodling covid19 bangalore india https www instagram com p b vml8nhrar igshid bb0wmflgxdg2covid19,bangalore,1
covid 19 globally killed 33k people perhaps shocking death due covid19 germanycoronavirus thomasschaefer coronavirusoutbreak https amp dw com en german state finance minister thomas sch c3 a4fer found dead 52948976 twitter impression truecovid 19 covid19 germanycoronavirus thomasschaefer coronavirusoutbreak,bangalore,1
responsible citizen donated small amount pmcaresfund everyone whatever support govt fellow indian brothers amp sisters fight pandemic jai hind covid19 please support pm cares covid 19 relief fund narendramodi folded handspmcaresfund covid19,bangalore,1
responsible citizen donated small amount pmcaresfund everyone whatever support govt fellow indian brothers amp sisters fight pandemic jai hind covid19 please support pm cares covid 19 relief fund narendramodi folded handspmcaresfund covid19,bangalore,1
hello everyone feeling sad stressed anxious angry copingwithcovid join un youth amp ’ webinar series “ youth mental health ” help cope pandemic link http bit ly cwcovid 5 30 pm india youth2030 vforce unv india covid19copingwithcovid youth2030 vforce unv india covid19,hyderabad,1
instructions aimim president asadowaisi sb day 2 relief distribution hakeempet kunta surrounds relief distributed 300 families karwan mla kausarmohiuddin amp nanal ngr corpghmcnaseer overseen relief efforts covid19 coronavirus aimim nationalaimim covid19 coronavirus,hyderabad,1
unitedagainstcorona kchirutweets iamnagarjuna iamsaidharamtej iamvaruntej musicdirectorkoti joined together educate people covid19 shoot recorded home asking everyone stay safe https youtu eijwca9e1me indiafightscoronaunitedagainstcorona musicdirectorkoti covid19 indiafightscorona,hyderabad,1
congratulations please dont discharge right away would take 14 days completely get well case tested twice discharge covid19 telanganafightscorona covid 19 discharge criteria pdfcovid19 telanganafightscorona,hyderabad,1
room view selfisolation selfquarantine covid19 mumbaiquarantined socialdistancing mumbai maharashtra https www instagram com p b vdzuyh7xt igshid bri06wk5kcbvselfisolation selfquarantine covid19 mumbaiquarantined socialdistancing,mumbai,1
watching cute animal videos internet thing keeping insanity together pandemic sundaythoughts quarantinelife untilltomorrow lockdown coronavirusindia covid19pandemic sundaythoughts quarantinelife untilltomorrow lockdown coronavirusindia covid19,mumbai,1
possible 92 china effected ppl recovered n countries suffering chinese biowar covid19 covid2019india askzee pmoindia narendramodibiowar covid19 covid2019india askzee,mumbai,1
pm cares fund accepts micro donations strengthen disaster management capacities encourage research protecting citizens donate covid19 pmcares princeprasad bjp4prince narendramodi jpnaddacovid19 pmcares princeprasad,mumbai,1
time us xfapsiansdelhi get together amp collect pledge towards pm relief fund covid19 please come forward amp donate minimum rs 500 together together thewritesush jroy 1978 wittydoc12 msktunnu hardeepspuri manishsethcovid19,delhi,1
time us xfapsiansdelhi get together amp collect pledge minimum rs 5 lakhs amp bit covid19 please come forward wittydoc12 thewritesush jroy 1978 jai hind stayhomeindia narendramodi pmoindia hardeepspuricovid19 stayhomeindia,delhi,1
hard times covid 19 take pledge include best practices prevention covid19 promote possible wayscovid 19 covid19,delhi,1
lockdown measures implemented us 1 month prediction made 100 000 deaths covid19 could possibly come true every american must asked stay home 1 month without exception save lives covid19,kolkata,1
lockdown appropriate measure save lives covid 19 everyone must obey every lockdown measure save covid19 anyone found violating temporary lockdown laws must sent detention centre 2 weeks,kolkata,1
like covid 19 break chain also applicable whatsapp telegram messaging apps see anyone leaking covid 19 patients informations picture email mobile address social networking details please part good citizen break chain covid19covid19,kolkata,1
please safe sound period covid19 red heart selector rose folded hands,kolkata,1
something coming together hearing speaking gods word people came hear jesus speak mothers fathers children backgrounds regardless job social status stayed hear word,chennai,1
locked stay home quarantine slogans keep hearing days covid 19 created uncertainties worldwide social distancing followed many places places order violated would appreciate prayers photos – chennai india,chennai,1
itisprashanth bro wat happened social thinnai channel ipo ethachu analysis pani post panalam la,chennai,1
thanthitv donate iya crave social welfare organization involved treatment corina c naagas allied business credits c 6655735754 indian bank ifsc idib000k037 kellys branch chennai email iyacrave gmail com call sns whatsapp 91 877 842 5830,chennai,1
im group family group whatsapp luckily son nahi whatsapp fb insta social media much professional amp family oriented call amp talk best idea came fb slowly ig twitter need 4 sometime,bangalore,1
bsybjp tejasvi surya bjp4karnataka suggestion great opportunity take infrastructure pending road development projects like metro flyover etc allow social distancing well provide jobs daily wage workers along proper medical precautions,bangalore,1
understand part shutting door corona virus door shut people reference human tragedy happening daily wage labourers social distancing covid2019indiasocial distancing covid2019india,bangalore,1
day5of21 goes unplanned scorching sun 4 hrs continuous cardio makeshift market instill sense senseless people part city like whats even social… https www instagram com p b uzf55fbs1 igshid 15r1v8w5rooboday5of21,bangalore,1
better relief time fallow look orders instructions maintain stay http home maintain social http distence see love affection couple,bangalore,1
dear youth india folded hands india short objective start social media awareness campaign combat covid 19 nation use social media brahmashtra lets show social media youth power need states youth coordinator1 1,hyderabad,1
cmon india better rest world lets flatten curve breakthechain 21dayslockdownindia stayhomestaysafe indiafightscorona social distancingbreakthechain 21dayslockdownindia stayhomestaysafe indiafightscorona social distancing,hyderabad,1
comprehending lot boss social media understood wants become social media influencer 60s kids good luck kchirutweets new future mwah face blowing kiss,hyderabad,1
really cant guess whats coming next even cant definitely worth watching masterpiece little less social satire economic disparity classism class struggle sure villains rich poor relate,hyderabad,1
small message lill baby please stay home save lives enjoy time family n friends maintain social distance stayhomesavelives beatthevirus indiafightscorona mysore cmofkarnataka kalaburgivarthe narendramodi namoapp publictvnews suvarnanewstvstayhomesavelives beatthevirus indiafightscorona mysore,hyderabad,1
trademark mumbais history social distancing market 1st ghatkopar east nagarsevika rakhee jadhav pawarspeaks ajitpawarspeaks jayant r patil supriya sule mumbaincp jadhavrakhee,mumbai,1
social distancing,mumbai,1
citizens dont cooperate n offer unstinted support govt n observe total discipline wrt lockdown let dis b warning 2 glee n delight oppn media n social media worms included india b flattened n dont 4 minute think ull escape ull constitute basecitizens lockdown india flattened,mumbai,1
love natural state red heart selector fear parrot ps social distancing lovebirds eyes stayhome staysafe beresponsible seebeauty ineverything home lt 3 https www instagram com p b vaon2p2ykpraz9ahuepj5oqxgk4lpksy5y8y0 igshid 1hvfumb73p7yzstayhome stayhome staysafe beresponsible seebeauty ineverything,mumbai,1
love natural state red heart selector fear parrot ps social distancing lovebirds eyes stayhome staysafe beresponsible seebeauty ineverything home lt 3 https www instagram com p b vaewcjg1hryygctdu76r9scxhs9c zxmop2w0 igshid totype3tl31dstayhome stayhome staysafe beresponsible seebeauty ineverything,mumbai,1
mannkibaat maintain social distancing via namo appmannkibaat,delhi,1
honourable prime minister reason stay home justified emergency social contact phone daughter ’ phone gone blank cant repaired lockdown new one bought practically possible survive,delhi,1
yeah bro true must stick social behaviour,delhi,1
spoke dad rudely yesterday erupted totally political judgements arrives influence circulating emotionally motivated social media memes cell narendramodi ji excessive emotions cloud judgement team making,delhi,1
mother earth reviving rivers flowing kissing seas birds singing chirping animals enjoying vacations air spreading fragrance trees dancing social animal disturbing flora fauna saying thankstocoronathankstocorona,delhi,1
social distancing maintain kare,kolkata,1
mamataofficial mam discipline maintained day times wake covid 29 areas around mallick fatak jail road 20 round tank lane howrah please deploy police official ensure social distancing,kolkata,1
working like digital corona virus syndrome also solution social media isolation facebooktrends,kolkata,1
super sir continue good job remaining quarantine period flexed biceps flexed biceps flexed biceps,chennai,1
really highly appreciated job please share information text image share among need people,chennai,1
justified yes ’ unfair us twitter outraged news developments india compare us italy korea etc guys job sudden idea deadly virus go home,chennai,1
1 faith english medicines go notch higher 2 western world realise importance vaccination 3 modern untouchability seen 4 unorganised labour sector find difficult get jobs esp north indians wont get job easily south india,chennai,1
need tech giants join fight infosysfoundation brilliant job since day one coronaoutbreak coronavirusupdateinfosysfoundation coronaoutbreak coronavirusupdate,bangalore,1
raising kids easy job best way raise positive kids negative world positive parents love unconditionally serve excellent role models,bangalore,1
donate rohini sgh donating ask yadavakhilesh samajwadiparty ps never knew u saw twitter trends amp checked abt dont need personal views topic job show whats happening india amp world without manuplating – bangalore,bangalore,1
future employment enough jobs people question simmering following catastrophe,bangalore,1
job country looked upon must understand every situation crisis low paying jobs become lifelines billion people actually given perks grade c amp grade better compensated grade amp b amen,bangalore,1
never history world seen director limelight leaders defined times crisis done fantastic job far keeping world informed however tweet 14th jan claiming covid 19 communicable disappointing,hyderabad,1
great job also made effort speak hindi made points clearly without making lot build drama amp unesseary analogies also covered points side effect instead tweeting later whose audience irrelevant,hyderabad,1
good job,hyderabad,1
good job sir,hyderabad,1
honorable kcr sir telanganacmo performing exceptionally well covid 19 lucky great dynamic chiefminister thank great job ktrtrs trsharish trspartyonline eatala rajender telanganahealth https twitter com ktrtrs status 1244226836134899713chiefminister,hyderabad,1
need surveyor job vacancy please inform,mumbai,1
need surveyor job vacancy please inform,mumbai,1
need surveyor job vacancy please inform,mumbai,1
good job,mumbai,1
donated ration cash ahmedabad great job,mumbai,1
im getting people ngo helping immigrants thinking good jobs somehow promoting immigration immigration become digaster thats fear coronaupdatesinindia influencer influencermar follotrick covidiot ffcoronaupdatesinindia influencer influencermar follotrick covidiot ff,delhi,1
good job thumbs sir,delhi,1
good good job,delhi,1
great job bro thumbs,delhi,1
maam want meet please come haryana gr8 job us good human folded hands light skin tone folded hands light skin tone folded hands light skin tone god bless strength hard work humanity clapping hands clapping hands clapping hands 21dayslockdownindia beatthevirus blessings determination21dayslockdownindia beatthevirus blessings determination,delhi,1
good job didi,kolkata,1
narendramodi ji job done india jai hind india india indiafightscornonaindiafightscornona,kolkata,1
sir mujhe apse bahot umeed hain q ki aap bahot achhe hain sab ke liye achha sochte hain please sir sorry main bahot poor family se hun please sir need police job please sir help support thank much sir,kolkata,1
essentially every state must big city provide jobs people like america many cities like chicago vegas new orleans atlanta etc americans ’ rushing nyc la employment,kolkata,1
best knowledge cancelled ipl postponed 15th april played indoors tv revenue still loss stadium revenue,chennai,1
sir thanks timing important factor let political leadership decide ultimately gain loss maximum purpose send timely warning,chennai,1
interest subvention also needed earning lower job loss cant pay bank rates gst rebate atleast 5 6 months needed,chennai,1
place allah almighty sorrows troubles recompense every pain every loss better ahmadiyouth ahmadiyya அஹ்மதிஇளைஞர்கள்ahmadiyouth ahmadiyya,chennai,1
luckily severe hair loss phase smiling face heart eyes ’ hair cut recently ’ planning grow tips ’ much oil hair atleast week occasionally use hair pack paraben sls shampoo ’,chennai,1
youre sadistic person imagine regular traffic everyday casualties way way less loss life reduced one way many ways saved lives due lockdown though lockdown inconvenience,bangalore,1
private corporate hospitals stating employees doctors senior management dirty work salaries going doubtful due loss business due lockdown,bangalore,1
kicchasudeep sorry sir havent expected request withdraw agreement rummy circle com sake society dont mind loss away heart kannada people cont regain regards fan,bangalore,1
point two kind people india one either suffering covid 19 pray time pass minimum human loss others wish pandemic kills nany possible lady second category,bangalore,1
ah ifhow outrageous brutalized bastard bestial creatures art oblivious toreal sombre conditions abroad savaged shew nosigns ofmoral compunction ye worlds aghast jewrys sheer disregard int community concerns cares thus art ata loss words agape incredulity – dosa point,hyderabad,1
coronaviruslockdown combined immediate loss daily wages storm socio economic exclusion livelihood loss public health hazards due contagion risks brewing team writes current situation migrants indiaspendcoronaviruslockdown migrants,hyderabad,1
potus vp usarmy usarmyreserve usarmycentral realdonaldtrump ivankatrump fbi fbilosangeles fbiwfo newyorkfb kthopkins please view video hatred time human loss highly cynical biggest threat humanityhumanity,hyderabad,1
realdonaldtrump sir china virus effect election plan loss elections,hyderabad,1
honourable primeministerofindia narendramodi ji current economic downturn thanks giving emis 3 months relief public folded hands folded hands folded hands well people employees workers suffered loss due lockdown youre welcome announce budget help,hyderabad,1
im sorry loss thank generosity spirit shown even time like truly honour dr mattoo spreading 6ftlove advising socialdistancing6ftlove socialdistancing,mumbai,1
cmomaharashtra anildeshmukhncp wholly second chintskap view along food booze b allowed b delivered add revenue govt business neways r facing huge loss incentive ppl sit home,mumbai,1
corona virus genrated natural way china country laboratory genrated virus spread parts world u china trade war started year 2018 china country world wide business loss revenge spread corona virus world danger fo china,mumbai,1
